year,quarter,market,High_Qual_Percentage
2019,Q2,Chicago Suburbs,32.079814631820426
2019,Q2,Detroit,28.7473496515757
2019,Q2,Houston,30.341049644277053
2019,Q2,Los Angeles,79.77148473468107
2019,Q2,Manhattan,31.37296575805583
2019,Q2,Nashville,38.82107539316227
2019,Q2,Northern New Jersey,87.77202415754476
2019,Q2,Northern Virginia,65.78210198790366
2019,Q2,Philadelphia,78.73546817565888
2019,Q2,Phoenix,30.575202390138912
2019,Q2,Salt Lake City,33.49368258858787
2019,Q2,San Diego,41.54341394384234
2019,Q2,San Francisco,62.22862448025166
2019,Q2,Seattle,35.88511771959827
2019,Q2,South Florida,32.59948081315396
2019,Q2,Tampa,29.62122187174703
2019,Q3,Atlanta,58.98072365442077
2019,Q3,Austin,59.322280936437764
2019,Q3,Baltimore,37.290793581571776
2019,Q3,Boston,44.33664076217092
2019,Q3,Charlotte,59.35882998118404
2019,Q3,Chicago Suburbs,40.96151243905711
2019,Q3,Detroit,29.294792740968727
2019,Q3,Houston,31.72084964923038
2019,Q3,Los Angeles,78.05822232512148
2019,Q3,Manhattan,29.66111984730554
2019,Q3,Nashville,49.398614863651744
2019,Q3,Northern New Jersey,86.65937201465141
2019,Q3,Northern Virginia,71.34302605756228
2019,Q3,Philadelphia,73.00430409817216
2019,Q3,Phoenix,24.165728715506937
2019,Q3,Salt Lake City,41.83880316908108
2019,Q3,San Diego,33.925718554720966
2019,Q3,San Francisco,64.11222176106973
2019,Q3,Seattle,43.27793135532738
2019,Q3,South Florida,36.46096370587776
2019,Q3,Tampa,24.312193945798132
2019,Q4,Atlanta,56.80635806350163
2019,Q4,Austin,45.88260714022342
2019,Q4,Baltimore,44.7605297337535
2019,Q4,Boston,43.141568379809385
2019,Q4,Charlotte,51.684583477775924
2019,Q4,Chicago Suburbs,38.2341660675637
2019,Q4,Detroit,18.92751788804036
2019,Q4,Houston,32.968226770896905
2019,Q4,Los Angeles,76.56918792527956
2019,Q4,Manhattan,33.632882593514815
2019,Q4,Nashville,28.881903899190615
2019,Q4,Northern New Jersey,87.00433530371247
2019,Q4,Northern Virginia,69.21015867664919
2019,Q4,Philadelphia,78.2712580610509
2019,Q4,Phoenix,24.20745642232978
2019,Q4,Salt Lake City,27.753705001775153
2019,Q4,San Diego,32.26438443811085
2019,Q4,San Francisco,62.583116826774344
2019,Q4,Seattle,42.08602407375334
2019,Q4,South Florida,34.07371441458217
2019,Q4,Tampa,28.0893031426932
2020,Q1,Atlanta,60.84257123288358
2020,Q1,Austin,55.16337725710084
2020,Q1,Baltimore,43.53105497835026
2020,Q1,Boston,50.70019209170466
2020,Q1,Charlotte,58.682066242736575
2020,Q1,Chicago Suburbs,39.96498450078023
2020,Q1,Detroit,11.929368133651366
2020,Q1,Houston,36.69474280955035
2020,Q1,Los Angeles,78.79237755947815
2020,Q1,Manhattan,35.546957941202116
2020,Q1,Nashville,35.33442664517663
2020,Q1,Northern New Jersey,83.23674135756822
2020,Q1,Northern Virginia,68.15134382358033
2020,Q1,Philadelphia,77.4074638523248
2020,Q1,Phoenix,25.269605820514485
2020,Q1,Salt Lake City,54.81320581791235
2020,Q1,San Diego,33.85948289507891
2020,Q1,San Francisco,59.0308017283422
2020,Q1,Seattle,43.64562084967303
2020,Q1,South Florida,34.28452710695702
2020,Q1,Tampa,35.76550152390575
2020,Q2,Atlanta,57.2512382707093
2020,Q2,Austin,52.47467360438441
2020,Q2,Baltimore,35.312632214404076
2020,Q2,Boston,48.45158327812154
2020,Q2,Charlotte,47.346066541749146
2020,Q2,Chicago Suburbs,36.7685536352905
2020,Q2,Detroit,20.79641049924073
2020,Q2,Houston,31.729417991077568
2020,Q2,Los Angeles,77.34063719764248
2020,Q2,Manhattan,46.59652116300243
2020,Q2,Nashville,42.18758554357282
2020,Q2,Northern New Jersey,91.32499264837102
2020,Q2,Northern Virginia,68.55027713605882
2020,Q2,Philadelphia,71.51865098647623
2020,Q2,Phoenix,25.023847616628835
2020,Q2,Salt Lake City,43.806144232677894
2020,Q2,San Diego,36.41093657015186
2020,Q2,San Francisco,59.229554229148704
2020,Q2,Seattle,43.23662464430121
2020,Q2,South Florida,35.99086702963084
2020,Q2,Tampa,29.136931673142925
2020,Q3,Atlanta,61.830861373407274
2020,Q3,Austin,34.01204099420564
2020,Q3,Baltimore,46.4688434508162
2020,Q3,Boston,35.29918578105164
2020,Q3,Charlotte,52.20000960450205
2020,Q3,Chicago Suburbs,34.7889935178406
2020,Q3,Detroit,12.730194012556401
2020,Q3,Houston,32.631615132504635
2020,Q3,Los Angeles,74.22545824239133
2020,Q3,Manhattan,33.42602803141765
2020,Q3,Nashville,28.320399219362663
2020,Q3,Northern New Jersey,83.19800348846002
2020,Q3,Northern Virginia,62.86997102561621
2020,Q3,Philadelphia,67.2141933431501
2020,Q3,Phoenix,25.379733013210533
2020,Q3,Salt Lake City,41.79312957927004
2020,Q3,San Diego,26.42347287309316
2020,Q3,San Francisco,61.11956860713828
2020,Q3,Seattle,37.86347765788465
2020,Q3,South Florida,25.186337824232673
2020,Q3,Tampa,35.80639276610169
2020,Q4,Atlanta,60.41213142509177
2020,Q4,Austin,47.65617747994582
2020,Q4,Baltimore,36.52343788292405
2020,Q4,Boston,38.45443606094556
2020,Q4,Charlotte,38.02573567170108
2020,Q4,Chicago Suburbs,38.69354106234072
2020,Q4,Detroit,17.48728689206463
2020,Q4,Houston,36.089908635251874
2020,Q4,Los Angeles,76.49074975774091
2020,Q4,Manhattan,32.002966698915465
2020,Q4,Nashville,40.62195019638499
2020,Q4,Northern New Jersey,87.39388298774675
2020,Q4,Northern Virginia,62.66361167155817
2020,Q4,Philadelphia,73.7831372842182
2020,Q4,Phoenix,29.209147596871034
2020,Q4,Salt Lake City,28.320323773932877
2020,Q4,San Diego,27.211845030842003
2020,Q4,San Francisco,70.24077029808574
2020,Q4,Seattle,31.976366010402984
2020,Q4,South Florida,34.088825111897464
2020,Q4,Tampa,24.49182845869672
2021,Q1,Atlanta,52.17890100650789
2021,Q1,Austin,56.33153630784914
2021,Q1,Baltimore,46.05985068262864
2021,Q1,Boston,44.897171118260125
2021,Q1,Charlotte,40.20995502289457
2021,Q1,Chicago Suburbs,37.17919010787171
2021,Q1,Detroit,42.14851497981434
2021,Q1,Houston,26.829766083213276
2021,Q1,Los Angeles,76.575997297142
2021,Q1,Manhattan,41.04623889158035
2021,Q1,Nashville,34.769357487699146
2021,Q1,Northern New Jersey,86.89393494166106
2021,Q1,Northern Virginia,65.62835554578147
2021,Q1,Philadelphia,77.1865670428188
2021,Q1,Phoenix,24.811385430399618
2021,Q1,Salt Lake City,22.662400422478907
2021,Q1,San Diego,32.2797916968327
2021,Q1,San Francisco,63.89781737071748
2021,Q1,Seattle,29.657950050018883
2021,Q1,South Florida,28.815098067464223
2021,Q1,Tampa,27.9848917515651
2021,Q2,Atlanta,53.274257514024214
2021,Q2,Austin,51.65095499631097
2021,Q2,Baltimore,45.7956555491093
2021,Q2,Boston,43.68079083993326
2021,Q2,Charlotte,57.79635277823324
2021,Q2,Chicago Suburbs,39.55227217560216
2021,Q2,Detroit,20.946183849688946
2021,Q2,Houston,27.794592637212812
2021,Q2,Los Angeles,77.58100901013407
2021,Q2,Manhattan,32.23370605582481
2021,Q2,Nashville,35.95066874910571
2021,Q2,Northern New Jersey,86.55996161410715
2021,Q2,Northern Virginia,59.40459085620411
2021,Q2,Philadelphia,79.17620167085757
2021,Q2,Phoenix,27.8813070555593
2021,Q2,Salt Lake City,40.71593878469122
2021,Q2,San Diego,36.2051129614823
2021,Q2,San Francisco,65.32701850237133
2021,Q2,Seattle,37.61868873601294
2021,Q2,South Florida,32.117726976099355
2021,Q2,Tampa,21.966671364070812
2021,Q3,Atlanta,62.43901787623709
2021,Q3,Austin,55.74159717597051
2021,Q3,Baltimore,43.576497381733176
2021,Q3,Boston,45.20012978406645
2021,Q3,Charlotte,44.58724658257251
2021,Q3,Chicago Suburbs,39.59960453032402
2021,Q3,Detroit,22.575825766352025
2021,Q3,Houston,34.7328663718573
2021,Q3,Los Angeles,75.14527282508968
2021,Q3,Manhattan,33.08532491443277
2021,Q3,Nashville,42.4123473835717
2021,Q3,Northern New Jersey,84.88909828264568
2021,Q3,Northern Virginia,74.36599282768397
2021,Q3,Philadelphia,75.50271273778554
2021,Q3,Phoenix,28.730023379458146
2021,Q3,Salt Lake City,30.109379593200174
2021,Q3,San Diego,36.11343838117225
2021,Q3,San Francisco,58.441919534025864
2021,Q3,Seattle,41.01735204805657
2021,Q3,South Florida,35.158583773717936
2021,Q3,Tampa,28.710096598091162
2021,Q4,Atlanta,69.59993865326312
2021,Q4,Austin,58.79605725946334
2021,Q4,Baltimore,36.29553222669804
2021,Q4,Boston,48.05635248592701
2021,Q4,Charlotte,45.86541250867764
2021,Q4,Chicago Suburbs,40.24327420537643
2021,Q4,Detroit,27.81206531747424
2021,Q4,Houston,35.73803299749035
2021,Q4,Los Angeles,78.38942192336137
2021,Q4,Manhattan,43.13248002675172
2021,Q4,Nashville,44.422344825305686
2021,Q4,Northern New Jersey,89.71518465844972
2021,Q4,Northern Virginia,70.43660707767778
2021,Q4,Philadelphia,71.55981194591806
2021,Q4,Phoenix,27.765934895840317
2021,Q4,Salt Lake City,33.28126343310246
2021,Q4,San Diego,37.66805462576837
2021,Q4,San Francisco,64.29608576535925
2021,Q4,Seattle,43.25414148288946
2021,Q4,South Florida,41.96117905163669
2021,Q4,Tampa,30.69009849784988
2022,Q1,Atlanta,66.65657054387495
2022,Q1,Austin,58.6582060903369
2022,Q1,Baltimore,43.70544105774037
2022,Q1,Boston,48.02297938970169
2022,Q1,Charlotte,58.68660084121321
2022,Q1,Chicago Suburbs,39.7080509469681
2022,Q1,Detroit,26.216116441798782
2022,Q1,Houston,37.231786926434054
2022,Q1,Los Angeles,81.26736727896974
2022,Q1,Manhattan,38.143043596936465
2022,Q1,Nashville,41.96115221860917
2022,Q1,Northern New Jersey,91.28873933407758
2022,Q1,Northern Virginia,76.59531621912467
2022,Q1,Philadelphia,73.93312486781906
2022,Q1,Phoenix,30.74107486597166
2022,Q1,Salt Lake City,31.77905601737614
2022,Q1,San Diego,38.74178002269865
2022,Q1,San Francisco,66.84453498371583
2022,Q1,Seattle,52.96899349605469
2022,Q1,South Florida,35.64354568938024
2022,Q1,Tampa,34.84342293327555
2022,Q2,Atlanta,76.5840595944349
2022,Q2,Austin,54.7583820437357
2022,Q2,Baltimore,38.552110237670284
2022,Q2,Boston,48.95072903387263
2022,Q2,Charlotte,55.6777581341595
2022,Q2,Chicago Suburbs,47.97524419414994
2022,Q2,Detroit,22.07170226266651
2022,Q2,Houston,45.97231745841034
2022,Q2,Los Angeles,80.62221913672613
2022,Q2,Manhattan,42.78348051926299
2022,Q2,Nashville,45.16481733893298
2022,Q2,Northern New Jersey,91.95905258423953
2022,Q2,Northern Virginia,70.3122577679591
2022,Q2,Philadelphia,70.96869250597203
2022,Q2,Phoenix,28.147771862856985
2022,Q2,Salt Lake City,45.18003172927068
2022,Q2,San Diego,38.273957695838845
2022,Q2,San Francisco,72.44948860604916
2022,Q2,Seattle,49.720505244147255
2022,Q2,South Florida,44.92689581457392
2022,Q2,Tampa,41.50477200177662
2022,Q3,Atlanta,70.61846491514343
2022,Q3,Austin,46.2119615272509
2022,Q3,Baltimore,40.09685449785875
2022,Q3,Boston,43.378594478069544
2022,Q3,Charlotte,61.97524842149087
2022,Q3,Chicago Suburbs,44.72444585890004
2022,Q3,Detroit,24.019654021141033
2022,Q3,Houston,44.3490334541799
2022,Q3,Los Angeles,78.55153165224561
2022,Q3,Manhattan,40.23884876766088
2022,Q3,Nashville,36.2133861709067
2022,Q3,Northern New Jersey,89.40975314133847
2022,Q3,Northern Virginia,70.0035319105281
2022,Q3,Philadelphia,80.65031352756645
2022,Q3,Phoenix,37.1930862502961
2022,Q3,Salt Lake City,33.74134342545854
2022,Q3,San Diego,32.64007591076769
2022,Q3,San Francisco,71.51738373466652
2022,Q3,Seattle,47.474210789345214
2022,Q3,South Florida,41.19467708861526
2022,Q3,Tampa,34.36667096573568
2022,Q4,Atlanta,69.96655891111632
2022,Q4,Austin,54.80751385858876
2022,Q4,Baltimore,43.93580027959456
2022,Q4,Boston,46.82660767191781
2022,Q4,Charlotte,53.83735404633626
2022,Q4,Chicago Suburbs,41.42718077460146
2022,Q4,Detroit,23.838350082574447
2022,Q4,Houston,52.44975798180474
2022,Q4,Los Angeles,80.44631791410504
2022,Q4,Manhattan,36.74616053757107
2022,Q4,Nashville,37.20875567910267
2022,Q4,Northern New Jersey,90.14067569308341
2022,Q4,Northern Virginia,71.34307539107454
2022,Q4,Philadelphia,85.20769998634486
2022,Q4,Phoenix,32.881067744048714
2022,Q4,Salt Lake City,32.53325445360393
2022,Q4,San Diego,31.733535201475256
2022,Q4,San Francisco,67.13006726963924
2022,Q4,Seattle,41.81667775572673
2022,Q4,South Florida,40.34638685132079
2022,Q4,Tampa,27.197138428043115
2023,Q1,Atlanta,69.805005049976
2023,Q1,Austin,53.63386136720767
2023,Q1,Baltimore,50.852666410912704
2023,Q1,Boston,51.6397328835813
2023,Q1,Charlotte,56.01663726211991
2023,Q1,Chicago Suburbs,37.35001381286588
2023,Q1,Detroit,28.578427637897146
2023,Q1,Houston,48.27032351271611
2023,Q1,Los Angeles,77.6474605871208
2023,Q1,Manhattan,36.77934010651414
2023,Q1,Nashville,50.89720887587826
2023,Q1,Northern New Jersey,87.54472532858553
2023,Q1,Northern Virginia,79.7936361006399
2023,Q1,Philadelphia,69.54338976216994
2023,Q1,Phoenix,32.061341808353944
2023,Q1,Salt Lake City,44.03898872394436
2023,Q1,San Diego,29.322014947796742
2023,Q1,San Francisco,71.59064548831657
2023,Q1,Seattle,40.110467148246585
2023,Q1,South Florida,41.96067016449439
2023,Q1,Tampa,40.89187681659892
2023,Q2,Atlanta,69.80013514481283
2023,Q2,Austin,57.20064751187795
2023,Q2,Baltimore,45.934797652832835
2023,Q2,Boston,43.7901991178808
2023,Q2,Charlotte,51.26264923205067
2023,Q2,Chicago Suburbs,49.56806503299593
2023,Q2,Detroit,33.11842210878046
2023,Q2,Houston,42.38591322957345
2023,Q2,Los Angeles,74.47784091099382
2023,Q2,Manhattan,35.96283378809877
2023,Q2,Nashville,30.555991371254954
2023,Q2,Northern New Jersey,84.85504392905364
2023,Q2,Northern Virginia,77.56787168531025
2023,Q2,Philadelphia,76.73456125371445
2023,Q2,Phoenix,22.906862419263373
2023,Q2,Salt Lake City,28.601566223184623
2023,Q2,San Diego,37.845737958128666
2023,Q2,San Francisco,61.464047541029075
2023,Q2,Seattle,39.34054761614684
2023,Q2,South Florida,39.86258657859271
2023,Q2,Tampa,23.638665366624828
2023,Q3,Atlanta,70.54586674076778
2023,Q3,Austin,60.21632597836701
2023,Q3,Baltimore,43.3884751887603
2023,Q3,Boston,47.48372237222585
2023,Q3,Charlotte,56.23580636155522
2023,Q3,Chicago Suburbs,37.21727978129247
2023,Q3,Detroit,24.780264856966635
2023,Q3,Houston,49.73672302076908
2023,Q3,Los Angeles,76.88963876724311
2023,Q3,Manhattan,38.35843185917836
2023,Q3,Nashville,43.38107470832541
2023,Q3,Northern New Jersey,89.81752253189055
2023,Q3,Northern Virginia,74.80649258094087
2023,Q3,Philadelphia,74.54937268522738
2023,Q3,Phoenix,31.792810025338458
2023,Q3,Salt Lake City,38.398011917771306
2023,Q3,San Diego,40.96706071824537
2023,Q3,San Francisco,63.900742792635036
2023,Q3,Seattle,40.229173410615275
2023,Q3,South Florida,45.297742264810466
2023,Q3,Tampa,33.12895857310767
2023,Q4,Atlanta,75.0451709945226
2023,Q4,Austin,52.51624993655353
2023,Q4,Baltimore,47.6213034295942
2023,Q4,Boston,51.47830521432416
2023,Q4,Charlotte,48.49575064340822
2023,Q4,Chicago Suburbs,44.220943583739526
2023,Q4,Detroit,28.24970370864487
2023,Q4,Houston,47.91244554203289
2023,Q4,Los Angeles,73.49263459051807
2023,Q4,Manhattan,37.59824846196534
2023,Q4,Nashville,51.85747713493711
2023,Q4,Northern New Jersey,87.87177090393756
2023,Q4,Northern Virginia,75.65962035893654
2023,Q4,Philadelphia,63.212628945747674
2023,Q4,Phoenix,22.27617500011235
2023,Q4,Salt Lake City,44.40386889757786
2023,Q4,San Diego,39.83087367171936
2023,Q4,San Francisco,50.31859949185782
2023,Q4,Seattle,45.43656371907189
2023,Q4,South Florida,37.10209465936693
2023,Q4,Tampa,22.499438736034076
2024,Q1,Atlanta,73.88662503079676
2024,Q1,Austin,55.13422993051468
2024,Q1,Baltimore,42.31910177080094
2024,Q1,Boston,46.84110571814199
2024,Q1,Charlotte,56.40391637437211
2024,Q1,Chicago Suburbs,44.994704157734226
2024,Q1,Detroit,29.651242611506778
2024,Q1,Houston,50.44705578262645
2024,Q1,Los Angeles,72.29755467919689
2024,Q1,Manhattan,38.64003925498034
2024,Q1,Nashville,56.41631537130214
2024,Q1,Northern New Jersey,86.81291735584932
2024,Q1,Northern Virginia,73.82643692309449
2024,Q1,Philadelphia,82.82074741458838
2024,Q1,Phoenix,30.562735216188774
2024,Q1,Salt Lake City,31.265903922706922
2024,Q1,San Diego,36.562034351615445
2024,Q1,San Francisco,72.20853739518593
2024,Q1,Seattle,57.028410333080174
2024,Q1,South Florida,40.838980201415524
2024,Q1,Tampa,27.124046804066076
2024,Q2,Atlanta,71.35157218450149
2024,Q2,Austin,47.400862016582366
2024,Q2,Baltimore,41.14291190705116
2024,Q2,Boston,56.12681784056973
2024,Q2,Charlotte,51.14540611447023
2024,Q2,Chicago Suburbs,43.789425019563964
2024,Q2,Detroit,39.06200836998824
2024,Q2,Houston,40.959909668686855
2024,Q2,Los Angeles,77.25713082193431
2024,Q2,Manhattan,40.257041415430116
2024,Q2,Nashville,56.96937373144822
2024,Q2,Northern New Jersey,87.54631981936693
2024,Q2,Northern Virginia,70.22450100195343
2024,Q2,Philadelphia,76.23510986663224
2024,Q2,Phoenix,36.0262436942038
2024,Q2,Salt Lake City,43.021206105689075
2024,Q2,San Diego,34.803733083267616
2024,Q2,San Francisco,63.239034927534455
2024,Q2,Seattle,42.44663204946408
2024,Q2,South Florida,46.700142735481535
2024,Q2,Tampa,32.36865809914275
2024,Q3,Atlanta,72.46857837978608
2024,Q3,Austin,56.016467450882224
2024,Q3,Baltimore,44.703605635679835
2024,Q3,Boston,40.99404220606694
2024,Q3,Charlotte,52.81441966092749
2024,Q3,Chicago Suburbs,49.9446284470047
2024,Q3,Detroit,32.92065786819619
2024,Q3,Houston,40.14052733903834
2024,Q3,Los Angeles,76.47943610294443
2024,Q3,Manhattan,37.84692322909562
2024,Q3,Nashville,61.37020786809957
2024,Q3,Northern New Jersey,87.75739992305516
2024,Q3,Northern Virginia,71.86356508051142
2024,Q3,Philadelphia,81.7387821084554
2024,Q3,Phoenix,30.931172880301677
2024,Q3,Salt Lake City,44.49511211705664
2024,Q3,San Diego,43.3261703399493
2024,Q3,San Francisco,66.88589132454337
2024,Q3,Seattle,43.17448877780634
2024,Q3,South Florida,45.059365834937196
2024,Q3,Tampa,33.82323502744897
2024,Q4,Atlanta,74.30382294593623
2024,Q4,Austin,62.342490104225234
2024,Q4,Baltimore,49.76434668317672
2024,Q4,Boston,48.22073167037432
2024,Q4,Charlotte,59.482970275053646
2024,Q4,Chicago Suburbs,43.6401687714388
2024,Q4,Detroit,36.51161158722131
2024,Q4,Houston,44.29453862053844
2024,Q4,Los Angeles,76.83714463146471
2024,Q4,Manhattan,37.337164928139686
2024,Q4,Nashville,54.94623625914207
2024,Q4,Northern New Jersey,88.88639236040076
2024,Q4,Northern Virginia,74.04176925034405
2024,Q4,Philadelphia,75.71525611978878
2024,Q4,Phoenix,35.0647761548586
2024,Q4,Salt Lake City,27.528644157069692
2024,Q4,San Diego,44.91718852188538
2024,Q4,San Francisco,71.84017030505142
2024,Q4,Seattle,44.50823397030998
2024,Q4,South Florida,46.233957880975005
2024,Q4,Tampa,28.730598965596727
